73983;790,534,29,42,
73984;789,533,30,42,
73985;788,532,30,42,
73986;787,531,32,43,
73987;786,530,30,43,
73988;784,530,31,43,
73989;783,529,32,43,
73990;782,528,34,43,
73991;781,526,34,44,
73992;779,525,32,45,
73993;778,524,35,45,
73994;777,523,35,45,
73995;776,522,35,46,
73996;775,521,35,46,
73997;773,519,34,47,
73998;772,518,36,48,
73999;771,517,36,48,
74000;769,517,37,47,
74001;768,514,37,49,
74002;767,513,37,49,
74003;765,512,38,49,
74004;764,511,38,49,
74005;762,509,38,51,
74006;760,508,37,51,
74007;759,506,37,52,
74008;758,505,39,52,
74009;756,505,40,51,
74010;754,504,39,51,
74011;753,501,40,53,
74012;751,500,41,53,
74013;750,498,41,54,
74014;748,496,42,55,
74015;746,494,42,56,
74016;743,492,43,57,
74017;741,491,42,57,
74018;740,489,44,58,
74019;738,488,44,57,
74020;736,485,44,59,
74021;734,484,45,59,
74022;731,483,46,59,
74023;729,480,47,61,
74024;727,478,47,62,
74025;725,476,48,62,
74026;723,474,48,63,
74027;720,472,49,64,
74028;718,470,49,64,
74029;715,467,50,66,
74030;713,465,50,66,
74031;711,463,50,67,
74032;708,461,51,67,
74033;705,458,52,68,
74034;702,455,53,70,
74035;699,454,54,69,
74036;696,450,55,71,
74037;693,448,56,71,
74038;690,445,55,73,
74039;687,442,56,74,
74040;684,440,57,74,
74041;681,437,58,75,
74042;677,433,59,76,
74043;674,430,59,78,
74044;673,431,57,74,
74045;666,423,62,80,
74046;663,420,62,81,
74047;659,418,63,81,
74048;655,412,63,84,
74049;651,410,64,84,
74050;646,407,66,84,
74051;642,401,67,87,
74052;637,397,68,89,
74053;632,393,69,89,
74054;628,396,69,83,
74055;623,384,71,92,
74056;618,380,71,93,
74057;612,356,74,111,
74058;590,351,92,115,
74059;582,345,95,118,
74060;594,341,78,118,
74061;571,332,97,123,
74062;556,324,107,132,
74063;559,322,98,125,
74064;545,312,107,130,
74065;543,306,104,133,
74066;537,303,104,131,
74067;528,297,107,132,
74068;520,303,118,121,
74069;512,295,110,124,
74070;504,272,111,141,
74071;491,264,117,139,
74072;483,254,117,144,
74073;471,244,121,151,
74074;476,248,108,140,
74075;450,238,125,143,
74076;452,226,114,148,
74077;439,214,131,151,
74078;412,202,133,155,
74079;411,189,123,159,
74080;395,175,127,164,
74081;379,160,131,169,
74082;361,144,136,174,
74083;343,128,160,178,
74084;323,110,164,184,
74085;301,91,168,212,
74086;279,70,176,197,
74087;255,48,181,230,
74088;230,25,192,238,
74089;201,1,201,247,
74090;168,11,180,232,
