333043;775,576,13,21,776,559,11,16,;[0.96948624],[0.94793355],
333044;775,577,13,19,777,559,11,16,;[0.95190954],[0.92901736],
333045;775,577,13,20,777,559,11,16,;[0.9624687],[0.9380977],
333046;776,577,13,19,777,558,11,16,;[0.9613172],[0.96007603],
333047;775,577,13,19,776,559,11,16,;[0.9616924],[0.96153367],
333048;775,576,13,19,776,559,11,16,;[0.9745051],[0.96530277],
333049;775,577,13,19,776,559,11,16,;[0.9798175],[0.97107095],
333050;776,558,11,16,775,576,13,19,;[0.9820382],[0.97233313],
333051;776,559,11,15,775,576,13,19,;[0.9818924],[0.9749549],
333052;776,558,11,16,775,575,13,19,;[0.97879946],[0.96565074],
333053;776,558,11,16,775,575,12,19,;[0.98248637],[0.9648365],
333054;775,558,11,16,774,576,13,18,;[0.9845963],[0.9770151],
333055;775,558,11,16,775,575,13,18,;[0.9856942],[0.95239013],
333056;775,557,11,16,775,575,13,19,;[0.9831776],[0.957876],
333057;775,557,11,16,775,574,13,18,;[0.98320806],[0.9521427],
333058;775,556,11,17,775,574,13,19,;[0.98898935],[0.96150696],
333059;775,556,11,17,773,575,14,19,;[0.9873548],[0.9680816],
333060;775,556,11,16,775,574,13,19,;[0.98510194],[0.9091039],
333061;774,556,12,17,774,574,14,19,;[0.9840465],[0.8587652],
333062;773,556,12,16,773,574,14,18,;[0.98496205],[0.9048649],
333063;773,555,12,16,773,574,14,18,;[0.98557717],[0.84050024],
333064;773,555,12,17,773,574,14,18,;[0.98739743],[0.85923487],
333065;773,555,12,17,773,574,14,19,;[0.9853984],[0.8510692],
333066;773,554,12,17,773,573,15,18,;[0.9860553],[0.8056824],
333067;773,555,12,17,773,574,15,18,;[0.9815844],[0.93785864],
333068;773,554,12,17,774,574,13,20,;[0.98170656],[0.9041043],
333069;773,554,12,17,773,573,14,20,;[0.98168623],[0.9107049],
333070;773,554,12,17,772,574,14,19,;[0.97801393],[0.8829848],
333071;773,553,12,16,773,573,14,20,;[0.9812354],[0.88844675],
333072;773,554,12,16,;[0.9788477],
333073;774,554,11,16,773,574,13,18,;[0.9777468],[0.82839453],
333074;773,554,12,16,773,572,12,19,;[0.98195285],[0.8267754],
333075;773,553,12,17,773,572,12,19,;[0.981419],[0.8502099],
333076;773,553,11,16,773,572,12,18,;[0.97321427],[0.9220609],
