333077;773,553,11,16,773,572,12,19,;[0.9709675],[0.85430306],
333078;773,554,11,15,774,573,11,17,;[0.9732667],[0.86805934],
333079;773,554,11,15,;[0.9697684],
333080;773,552,11,16,773,572,11,18,;[0.9476276],[0.8994429],
333081;773,552,11,16,772,572,12,19,;[0.9607379],[0.8734492],
333082;773,552,11,16,772,572,12,18,;[0.9765712],[0.88529223],
333083;772,553,11,15,772,573,11,17,;[0.9731019],[0.8754905],
333084;772,552,12,16,772,572,12,19,;[0.9687895],[0.85861963],
333085;771,552,12,17,;[0.9696291],
333086;771,549,12,21,;[0.95444053],
333087;771,550,12,19,;[0.9446068],
333088;771,551,13,18,772,574,12,18,;[0.9726733],[0.8240766],
333089;771,550,13,19,;[0.9697024],
333090;771,550,13,19,;[0.9760601],
333091;771,550,13,19,;[0.97169036],
333092;771,549,13,21,;[0.96492696],
333093;770,548,13,21,;[0.96938765],
333094;769,545,14,25,771,568,12,24,;[0.95059],[0.8643814],
333095;769,545,14,24,771,568,12,24,;[0.9537387],[0.82750463],
333096;770,569,12,23,770,545,13,24,;[0.92403877],[0.896498],
333097;771,569,12,21,771,546,13,22,;[0.9656204],[0.8870601],
333098;769,546,14,22,771,569,12,22,;[0.94554156],[0.92401636],
333099;770,568,12,23,769,545,14,24,;[0.89768434],[0.87628406],
333100;770,568,12,22,770,546,13,23,;[0.94539464],[0.85326314],
333101;770,568,12,22,;[0.9688839],
333102;770,569,13,21,;[0.9707352],
333103;770,569,13,21,769,544,14,24,;[0.96961427],[0.8635467],
333104;769,568,13,21,;[0.9832439],
333105;769,569,12,20,;[0.97817546],
333106;769,569,13,21,;[0.97091436],
333107;769,567,13,22,;[0.9820452],
333108;769,567,13,21,;[0.98603415],
333109;769,567,12,21,;[0.9863919],
333110;769,568,13,21,;[0.9843879],
333111;769,567,13,21,;[0.98400325],
333112;769,567,13,20,769,545,12,17,;[0.9828994],[0.8186768],
333113;769,568,12,19,769,545,13,17,;[0.98459727],[0.9068263],
333114;769,567,12,20,769,545,12,16,;[0.9860507],[0.85628814],
333115;769,567,12,20,769,545,13,17,;[0.9820996],[0.9034266],
333116;769,566,12,21,770,545,11,16,;[0.9824306],[0.86508304],
333117;769,567,12,21,769,546,12,15,;[0.9786815],[0.91743207],
333118;768,566,13,20,769,544,12,16,;[0.9751781],[0.95315486],
333119;768,566,13,20,769,544,13,16,;[0.97434986],[0.9582987],
333120;768,565,13,20,768,544,13,16,;[0.97433335],[0.96023804],
333121;768,565,13,20,768,543,13,16,;[0.9745535],[0.96858263],
333122;767,544,14,16,766,566,14,21,;[0.96811897],[0.96762615],
333123;768,543,13,16,767,565,13,20,;[0.97262925],[0.9598408],
333124;767,564,13,20,768,543,13,16,;[0.9694872],[0.96738553],
333125;768,543,13,16,767,565,13,21,;[0.9720731],[0.96625346],
333126;767,541,13,17,766,565,14,21,;[0.97031796],[0.9693374],
333127;766,540,14,18,767,565,13,20,;[0.9788498],[0.9735059],
333128;766,540,14,18,767,564,13,21,;[0.98401046],[0.9738299],
333129;766,540,14,19,766,564,14,21,;[0.981886],[0.97239286],
333130;766,540,15,18,767,564,13,19,;[0.9813592],[0.97105247],
333131;767,563,13,20,766,539,14,19,;[0.9701863],[0.9691364],
333132;766,539,14,18,767,564,12,19,;[0.9716428],[0.9704036],
333133;767,563,13,19,766,539,14,18,;[0.9791005],[0.975043],
333134;765,538,14,18,767,563,13,21,;[0.9714755],[0.96933997],
333135;765,538,14,19,767,563,13,20,;[0.9728181],[0.97252756],
333136;767,563,13,21,765,538,14,18,;[0.9599089],[0.9579273],
333137;767,562,13,20,766,538,13,18,;[0.96589696],[0.9650948],
333138;765,538,15,19,765,562,14,20,;[0.97555256],[0.9688065],
333139;765,538,15,19,765,563,14,19,;[0.9780095],[0.96336555],
333140;765,537,14,19,766,563,13,19,;[0.9773214],[0.9711221],
333141;764,538,14,19,766,563,13,19,;[0.9717456],[0.9649281],
333142;764,536,14,20,766,562,12,20,;[0.969548],[0.96197665],
333143;764,536,14,21,766,563,12,19,;[0.9676078],[0.9629917],
333144;764,536,15,21,766,563,13,19,;[0.9743269],[0.9699944],
333145;764,535,14,20,766,563,13,19,;[0.9698462],[0.9695901],
333146;763,533,16,22,766,563,13,19,;[0.9779816],[0.9757352],
333147;764,534,14,20,766,563,12,17,;[0.9804732],[0.9747146],
333148;764,535,15,19,767,563,11,17,;[0.9775292],[0.9733943],
333149;763,534,15,20,766,562,12,18,;[0.97924906],[0.9641556],
333150;763,532,15,23,765,562,13,18,;[0.9668238],[0.9653179],
333151;763,533,15,21,765,563,12,17,;[0.96466064],[0.9414397],
333152;763,534,15,20,765,562,13,18,;[0.9610557],[0.9513582],
333153;763,534,15,21,765,562,13,18,;[0.9673666],[0.93493813],
333154;762,533,16,21,764,562,12,18,;[0.97319126],[0.94223446],
333155;763,534,15,21,764,562,12,18,;[0.970309],[0.94136226],
333156;761,531,16,22,763,561,12,19,;[0.9483361],[0.87463534],
333157;763,531,15,22,764,561,11,19,;[0.9202976],[0.882105],
333158;762,533,15,21,763,560,11,20,;[0.9396229],[0.86315477],
333159;761,533,15,21,762,560,11,20,;[0.9228719],[0.83238226],
333160;762,531,15,22,763,561,10,18,;[0.92883927],[0.8829523],
333161;760,531,16,22,763,561,10,19,;[0.9104754],[0.8480361],
333162;761,530,15,22,;[0.84635425],
333163;762,530,13,18,;[0.87208694],
333164;761,530,14,19,;[0.8946532],
333165;761,530,14,19,;[0.94360703],
333166;762,531,13,17,;[0.9541926],
333167;762,529,13,19,761,556,12,20,;[0.9353386],[0.834308],
333168;762,556,11,19,762,529,12,18,;[0.94500995],[0.9434436],
333169;762,529,12,19,762,556,11,19,;[0.9562579],[0.9414535],
333170;762,528,13,19,760,556,12,19,;[0.9466479],[0.9377372],
333171;762,527,12,21,761,555,12,20,;[0.96508414],[0.9236143],
333172;762,527,12,21,759,556,12,19,;[0.976074],[0.9633211],
333173;762,526,12,20,760,555,12,20,;[0.97326314],[0.955853],
333174;761,526,13,21,759,556,12,19,;[0.9826803],[0.97120714],
333175;761,526,13,21,759,556,12,19,;[0.9834117],[0.9638864],
333176;759,524,14,23,758,555,13,20,;[0.98179007],[0.9474067],
333177;759,524,14,22,759,555,12,21,;[0.98118305],[0.9080981],
333178;759,524,14,22,758,554,12,22,;[0.9694157],[0.9595531],
333179;759,525,14,21,758,555,12,21,;[0.9658336],[0.95514125],
333180;758,524,15,21,758,554,12,22,;[0.96878237],[0.92619264],
333181;758,524,15,21,758,554,12,22,;[0.9709872],[0.9070998],
333182;758,523,15,22,758,554,12,22,;[0.9745723],[0.9384155],
333183;757,523,16,22,758,555,12,22,;[0.96962255],[0.92710185],
333184;758,523,15,22,758,554,12,24,;[0.96741724],[0.8948458],
333185;756,522,16,23,758,553,12,25,;[0.9567093],[0.9068957],
333186;756,522,14,22,758,554,11,22,;[0.9444475],[0.9172899],
333187;756,522,14,22,758,554,11,22,;[0.9487983],[0.9174557],
333188;757,522,14,22,757,554,11,22,;[0.96547824],[0.93341964],
333189;756,523,15,21,757,554,10,20,;[0.9674294],[0.9529786],
333190;756,522,14,21,757,553,11,22,;[0.9676806],[0.90413356],
333191;756,521,14,22,756,553,11,23,;[0.9664093],[0.8847631],
333192;756,521,12,20,756,554,10,22,;[0.95788074],[0.84476817],
333193;756,520,13,22,756,554,11,23,;[0.9687868],[0.8741501],
333194;755,519,14,23,756,553,11,22,;[0.9737986],[0.9147539],
333195;754,518,14,22,755,554,10,21,;[0.9722378],[0.92127657],
333196;755,518,14,22,756,553,11,21,;[0.98059183],[0.92860496],
333197;754,518,14,22,756,553,11,20,;[0.98243076],[0.9596618],
333198;754,519,15,23,755,554,11,21,;[0.9782462],[0.93938255],
333199;754,518,14,23,755,552,11,22,;[0.97802365],[0.952125],
333200;753,517,15,24,755,552,11,20,;[0.97699505],[0.94733703],
333201;753,518,14,22,755,551,10,21,;[0.9571729],[0.9443815],
333202;754,517,14,23,755,551,10,20,;[0.97205555],[0.97008234],
333203;755,551,11,20,754,516,14,22,;[0.97170085],[0.9618563],
333204;753,515,14,24,754,550,11,21,;[0.9621455],[0.9471496],
333205;754,551,11,21,753,514,15,24,;[0.94403607],[0.92860514],
333206;754,549,11,22,754,517,12,17,;[0.93988794],[0.9232674],
333207;754,549,11,23,754,516,12,18,;[0.9319773],[0.92378205],
333208;754,516,12,17,754,549,11,23,;[0.9668358],[0.91973567],
333209;754,515,12,19,754,549,10,22,;[0.9521449],[0.826486],
333210;754,515,13,19,754,550,10,21,;[0.971618],[0.91553223],
333211;754,515,13,18,754,549,10,21,;[0.96860623],[0.8759479],
333212;754,513,11,18,753,548,11,22,;[0.9725441],[0.90276635],
333213;753,512,13,20,753,547,11,22,;[0.9773343],[0.9024798],
333214;754,514,10,16,753,547,11,22,;[0.9621908],[0.800289],
333215;754,514,10,16,;[0.95694363],
333216;754,513,11,17,;[0.9625598],
333217;754,513,10,17,751,546,13,24,;[0.94956255],[0.8210308],
333218;753,510,11,21,751,546,13,24,;[0.9254766],[0.8495708],
333219;752,511,12,19,;[0.9180072],
333220;750,506,15,26,;[0.92885077],
333221;752,509,13,21,;[0.88352346],
333222;751,507,14,23,;[0.90858513],
333223;750,505,15,25,;[0.9411663],
333224;749,504,16,24,749,544,13,25,;[0.95583874],[0.82374024],
333225;749,506,16,21,750,539,13,25,;[0.94382334],[0.9201451],
333226;748,503,17,25,748,540,15,24,;[0.9626362],[0.9312865],
333227;747,502,18,25,748,541,15,22,;[0.96271676],[0.8591014],
333228;747,504,17,22,748,539,15,25,;[0.97469103],[0.9593198],
333229;747,503,19,23,748,538,15,24,;[0.9712082],[0.96420616],
333230;745,502,20,24,746,538,16,24,;[0.9703365],[0.9634911],
333231;746,538,17,25,745,501,21,25,;[0.9691873],[0.968393],
333232;745,538,17,25,744,501,20,24,;[0.969975],[0.95406806],
333233;745,537,17,24,744,501,20,24,;[0.9619354],[0.9568359],
333234;744,500,20,26,745,538,17,25,;[0.93121123],[0.91907156],
333235;745,538,17,23,744,500,20,25,;[0.94687045],[0.89402866],
333236;746,538,17,23,747,502,15,19,;[0.9585966],[0.90079385],
333237;746,500,16,21,745,537,17,24,;[0.9756739],[0.91789746],
333238;746,500,17,21,745,537,16,23,;[0.9868542],[0.94235253],
333239;745,500,17,21,745,537,16,23,;[0.98443884],[0.93360174],
333240;745,498,17,22,745,536,17,22,;[0.9877749],[0.89607704],
333241;746,497,17,22,743,536,18,22,;[0.99338776],[0.9310258],
333242;746,494,16,25,745,535,17,24,;[0.9900114],[0.8677783],
333243;746,495,17,23,;[0.98894554],
333244;743,492,20,27,;[0.9901184],
333245;744,493,19,25,;[0.9877694],
333246;744,492,18,25,;[0.9838193],
333247;743,491,19,28,;[0.9880883],
333248;743,492,19,24,;[0.97622585],
333249;742,489,19,29,;[0.9859797],
333250;741,489,19,29,;[0.9832505],
333251;742,488,19,29,;[0.972215],
333252;742,487,18,26,;[0.96575874],
333253;742,487,18,28,;[0.94825095],
333254;741,485,21,31,;[0.91861326],
333255;742,484,19,30,;[0.86745703],
333256;741,483,20,33,;[0.898054],
333257;740,482,21,33,;[0.8786517],
333259;740,485,20,23,;[0.91828096],
333260;740,484,21,25,;[0.95300764],
333261;740,484,19,23,;[0.9699128],
333262;740,482,21,25,740,523,20,28,;[0.9818074],[0.8088478],
333263;740,481,20,25,740,523,20,28,;[0.98513263],[0.8333696],
333264;739,480,20,25,;[0.9758998],
333265;741,478,19,27,;[0.9806428],
333266;737,476,22,30,739,523,19,28,;[0.98754],[0.8142753],
333267;738,476,20,28,739,521,19,32,;[0.981027],[0.86131847],
333268;737,474,21,32,739,521,18,28,;[0.98699516],[0.8730741],
333269;737,474,21,33,738,521,19,28,;[0.9795301],[0.8992919],
333270;736,471,23,36,;[0.97626823],
333271;736,469,23,37,;[0.97070324],
333272;735,468,22,38,;[0.94790435],
333273;735,467,22,41,;[0.9586152],
333274;735,467,23,40,736,518,19,31,;[0.98028046],[0.9538634],
333275;735,468,21,39,736,516,19,34,;[0.9508448],[0.80331653],
333276;735,469,21,35,735,515,19,32,;[0.9661756],[0.9182003],
333277;735,468,23,33,;[0.84389436],
333278;735,467,20,28,735,515,17,31,;[0.959041],[0.90704644],
333279;735,467,20,28,734,514,17,30,;[0.9720751],[0.90164983],
333280;735,466,20,28,733,512,18,34,;[0.96560144],[0.852508],
333281;734,464,21,30,;[0.9659237],
333282;732,463,22,35,;[0.92134947],
333283;732,462,23,34,;[0.9679482],
333284;733,463,21,31,;[0.95156395],
333285;733,461,21,33,;[0.9734214],
333286;733,459,21,35,;[0.8781381],
333287;733,460,21,30,;[0.92635596],
333288;733,460,19,28,;[0.97735435],
333289;731,457,20,31,;[0.97508866],
333290;729,455,22,33,;[0.96973175],
333291;729,454,23,35,;[0.9652547],
333298;727,447,20,34,;[0.8850674],
333299;727,447,21,29,;[0.94230723],
333300;726,446,22,31,;[0.9437449],
333301;725,444,22,32,;[0.85162294],
333306;724,435,20,32,;[0.8430361],
333307;724,432,19,34,;[0.91289485],
333308;723,426,21,40,;[0.8541908],
333310;716,420,30,52,;[0.9341735],
333311;716,421,30,50,;[0.9533537],
333312;716,420,29,51,;[0.9562968],
333313;716,419,28,50,;[0.933051],
333314;717,422,28,40,;[0.84489214],
333315;717,422,27,43,;[0.8308617],
333316;715,420,28,48,;[0.90787214],
333319;715,406,26,57,;[0.93132305],
333320;715,405,27,60,;[0.8461084],
333321;713,405,29,61,;[0.8518712],
333324;710,405,30,53,;[0.8789473],
333325;709,398,30,61,;[0.830986],
333326;710,395,28,59,;[0.8715381],
333330;705,395,32,59,;[0.8410565],
333334;702,390,32,58,;[0.92347884],
333335;701,389,34,58,;[0.91551936],
333336;700,387,34,58,;[0.9246094],
333337;699,384,35,61,;[0.9012433],
333338;695,374,38,68,;[0.96019155],
333339;696,369,37,72,;[0.9457149],
333340;695,364,38,76,;[0.903729],
333341;694,363,39,76,;[0.9297076],
333343;694,366,35,68,;[0.8954003],
333344;690,357,40,75,;[0.9624587],
333345;689,359,41,71,;[0.96619546],
333346;688,363,41,63,;[0.98417765],
333347;687,361,40,63,;[0.97401077],
333348;685,357,43,65,;[0.9856633],
333349;683,358,44,62,;[0.98829556],
333350;684,356,43,62,;[0.9789926],
333351;682,355,43,62,;[0.9802197],
333352;681,347,41,69,;[0.9883904],
333353;681,347,41,66,;[0.9893906],
333354;679,339,42,71,;[0.9811969],
333355;679,336,41,72,;[0.9801746],
333356;679,337,40,69,;[0.9713134],
333357;676,338,43,65,;[0.9846735],
333358;675,331,43,71,;[0.98695844],
333359;673,328,43,71,;[0.9884753],
333360;672,328,45,68,;[0.98779684],
333361;673,326,42,66,;[0.967584],
333362;666,325,48,64,;[0.9559051],
333363;663,316,50,73,;[0.98801535],
333364;663,315,48,70,;[0.988426],
333365;664,313,44,71,;[0.98591834],
333366;662,310,44,70,;[0.9854889],
333367;659,308,49,69,655,399,50,62,;[0.9651283],[0.87918067],
333368;652,298,54,78,654,396,50,66,;[0.99110943],[0.844016],
333369;656,298,49,74,;[0.9907366],
333370;656,296,47,73,652,383,50,74,;[0.98547304],[0.8448899],
333371;654,293,49,73,651,382,50,71,;[0.9898468],[0.8705399],
333372;652,287,49,76,650,380,48,73,;[0.9885552],[0.81390023],
333373;647,279,54,82,648,376,49,76,;[0.9885445],[0.892543],
333374;645,277,55,79,;[0.9888991],
333375;643,265,58,89,646,375,49,72,;[0.9927924],[0.8081198],
333376;642,265,54,86,;[0.9920784],
333377;641,268,53,79,638,366,55,75,;[0.985507],[0.87000346],
333378;639,263,52,82,637,362,57,76,;[0.9857598],[0.8914587],
333379;635,257,57,89,635,358,57,82,;[0.9918769],[0.8882165],
333380;635,250,54,92,;[0.9913315],
333381;630,241,61,96,630,352,58,84,;[0.9828341],[0.81716895],
333382;628,238,61,95,630,347,57,87,;[0.97913456],[0.82998127],
333383;626,235,62,91,;[0.9790133],
333384;624,230,60,88,;[0.9903231],
333385;626,228,52,85,;[0.98073596],
333386;620,217,58,94,;[0.9874657],
333387;616,212,62,93,;[0.9783584],
333388;611,204,67,101,;[0.98347956],
333389;612,202,62,95,;[0.98395354],
333390;608,194,64,98,;[0.98585296],
333391;601,189,70,99,;[0.98625374],
333392;599,181,71,101,;[0.98069334],
333393;596,172,73,106,596,300,71,92,;[0.98648244],[0.9099207],
333394;594,167,71,103,;[0.9847451],
333395;590,155,72,112,;[0.98530775],
333396;586,151,74,107,;[0.99336684],
333397;585,141,73,112,;[0.989871],
333398;579,135,77,112,;[0.99567705],
333399;576,129,76,110,574,259,80,113,;[0.9941132],[0.82964814],
333400;570,119,82,110,570,258,84,105,;[0.98876816],[0.90372187],
333401;568,111,83,114,566,254,86,108,;[0.991858],[0.9670384],
333402;566,99,78,118,567,243,70,113,;[0.9930751],[0.94300395],
333403;559,86,85,120,556,234,81,120,;[0.9951411],[0.8983604],
333404;554,77,88,124,551,225,85,125,;[0.9948698],[0.96509004],
333405;549,66,88,128,548,214,87,131,;[0.9941945],[0.9096448],
333406;545,56,89,126,541,203,90,136,;[0.99409586],[0.8810903],
333407;541,40,92,138,542,197,86,134,;[0.99439216],[0.95160437],
333408;534,33,96,134,531,185,95,144,;[0.9902896],[0.8857152],
333409;532,21,93,132,524,173,98,152,;[0.99085855],[0.92461276],
333410;522,7,102,142,523,165,94,154,;[0.995696],[0.8793071],
333411;515,5,107,132,516,159,98,147,;[0.9924291],[0.9822466],
333412;509,0,106,126,509,149,101,152,;[0.9824039],[0.9249426],
333413;502,3,110,109,502,136,104,159,;[0.96754],[0.9629224],
333414;499,2,106,99,495,126,107,163,;[0.98503876],[0.95881176],
333415;494,1,106,88,487,118,109,163,;[0.9916007],[0.9005781],
333416;487,2,108,73,;[0.99216956],
333417;480,0,108,62,474,93,112,166,;[0.9909353],[0.9711572],
333418;466,1,119,47,;[0.99242806],
333419;456,0,121,34,459,70,119,171,;[0.991396],[0.9478417],
333420;463,0,102,20,447,52,123,179,;[0.9578581],[0.8561766],
